gender.female,gender.male,age,class.1st,class.2nd,class.3rd,class.deck.crew,class.engineering.crew,class.restaurant.staff,class.victualling.crew,embarked.Belfast,embarked.Cherbourg,embarked.Queenstown,embarked.Southampton,fare,sibsp,parch,survived
1,0,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,36,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,43,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,34,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,34,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,55,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,40,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,1,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,1,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,1,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,53,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,46,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,24,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,27,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,1,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,39,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,36,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,49,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
